name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
Isi,26,76,76,3,86,74,73,77,39,65,1950,8.0
F. Formiliano,28,71,73,2,64,27,50,56,69,78,1605,1.9
S. Singh,22,68,77,4,75,65,68,70,48,57,1821,2.7
T. Dele-Bashiru,21,67,76,4,78,65,61,71,61,60,1842,2.3
J. Riley,24,63,68,3,72,54,62,63,60,68,1765,0.725
Y. Kobayashi,33,73,73,4,74,74,67,73,30,63,1814,1.9
C. Itten,24,71,77,4,68,72,60,66,36,74,1738,3.0
A. Murić,22,68,78,1,70,65,75,71,45,67,1158,2.3
C. Mepham,23,72,77,2,60,37,55,61,73,73,1665,3.2
M. Turner,27,77,78,1,76,74,66,77,38,79,1182,9.0
A. Dozzell,22,67,74,3,73,59,67,69,62,64,1844,2.1
R. Zhemaletdinov,24,75,78,4,81,69,71,75,33,67,1817,7.5
R. Gumny,23,71,79,2,81,37,60,69,67,66,1726,4.0
J. Sørensen,23,70,76,2,67,55,61,66,68,76,1838,2.4
M. Doucouré,23,62,71,2,63,31,49,53,62,59,1471,0.825
D. Okereke,23,70,76,4,85,67,54,73,26,66,1668,2.5
J. Taylor,23,68,73,3,73,65,64,67,63,67,1849,1.8
E. Cömert,23,71,82,2,78,44,54,56,70,77,1726,3.9
L. Cullen,22,64,74,4,76,64,57,68,30,46,1586,1.3
Ronaldo Vieira,22,71,79,3,73,58,65,72,67,75,1890,4.0
G. Escobar,24,73,76,2,81,49,65,69,68,76,1881,3.8
L. Travis,23,72,80,3,69,59,65,69,69,75,1878,4.9
M. Sørensen,22,68,77,2,56,34,53,59,69,72,1560,2.5
J. Quiñones,24,70,74,4,87,67,60,70,25,67,1689,2.3
Y. Wissa,24,75,78,3,87,74,65,76,28,68,1835,7.5
G. Cox,23,70,77,2,75,60,61,66,64,68,1808,3.0
M. Funk,25,63,67,1,64,61,62,64,39,60,983,0.525
L. Höler,26,72,73,4,70,73,50,60,41,79,1742,2.8
E. Bohinen,22,69,78,3,67,61,67,70,66,69,1899,3.1
N. Schmidt,23,67,73,4,57,65,70,69,44,63,1760,1.6
D. Heymans,22,67,72,4,60,68,65,66,55,68,1821,1.6
S. Schreck,22,62,73,4,62,48,61,68,54,41,1587,0.9
D. Samassékou,25,76,79,3,66,49,65,72,76,74,1888,9.0
Rafa Mújica,22,65,74,4,71,65,58,68,33,60,1668,1.6
Carbonell,23,64,71,4,52,60,63,68,63,60,1756,1.2
F. Venegas,22,69,78,3,69,54,65,63,68,69,1811,3.0
D. Bates,24,66,71,2,57,29,45,50,65,73,1456,1.2
T. Lowery,23,66,73,4,70,56,63,70,57,57,1765,1.7
C. Senior,24,62,67,3,90,54,53,64,34,49,1571,0.6
C. Larin,26,74,75,4,74,73,58,68,26,78,1699,5.0
B. Ashley-Seal,22,61,70,4,77,57,43,59,24,63,1466,0.75
F. Soldano,26,68,69,4,69,65,52,67,43,76,1755,1.4
Álex Remiro,26,81,84,1,84,74,80,82,42,84,1287,26.0
L. Tousart,24,75,80,2,59,53,65,65,76,81,1879,8.0
M. Cassierra,23,72,79,4,81,69,59,70,29,69,1714,4.7
L. Haraslín,25,75,78,3,80,67,70,79,40,60,1883,7.5
J. Andersson,24,71,75,2,84,51,66,70,64,72,1877,2.5
C. Kirk,23,67,73,3,80,62,63,69,29,61,1687,1.6
S. Adegbenro,25,71,72,4,90,66,60,76,39,73,1880,2.3
B. Osayi-Samuel,23,73,77,3,93,59,62,76,35,67,1694,4.4
Nuno Santos,26,78,79,3,81,75,75,80,43,67,2005,16.5
J. Kouassi,26,73,73,4,88,71,59,74,31,68,1819,3.3
Zhang Yuning,24,67,73,4,67,69,60,62,30,73,1693,1.6
J. Cullen,25,73,76,3,69,56,71,70,69,68,1914,3.6
C. Carter-Vickers,23,71,80,2,72,25,53,62,70,74,1601,3.9
C. Gonzáles,28,71,71,4,71,65,68,76,56,54,1806,1.9
Jorge Ortiz,29,68,68,3,85,66,62,69,39,62,1755,1.2
P. Pentz,24,72,80,1,70,68,73,74,53,72,1273,4.5
B. Henrichs,24,76,79,2,74,53,71,75,73,69,1944,9.5
G. Prömel,26,73,75,3,65,64,68,70,71,77,1922,3.7
G. Holtmann,26,72,73,3,94,64,63,70,57,59,1801,2.8
A. Al Obaid,28,66,66,2,78,59,65,66,57,67,1861,0.775
F. Sierralta,24,72,78,2,53,30,50,53,70,76,1500,3.4
J. Murillo,25,73,74,4,92,68,62,77,36,49,1798,3.6
M. Al Najrani,28,59,59,3,63,54,58,60,54,58,1630,0.23
Aleix García,24,72,76,4,66,67,72,74,62,63,1923,3.3
A. Green,21,67,76,3,82,62,63,69,36,56,1673,2.3
M. Vargas,24,76,81,3,83,69,72,77,40,71,1930,11.5
D. Cools,25,69,71,2,75,57,65,66,64,74,1824,1.6
A. Umar,26,70,70,3,81,65,66,71,46,70,1834,1.7
C. Slattery,22,64,76,4,68,59,59,64,60,68,1701,1.4
M. Diallo,24,63,66,2,68,43,54,61,59,68,1642,0.6
C. Tabó,27,73,73,4,86,71,64,76,31,76,1867,3.2
G. Pereiro,26,72,74,4,70,72,70,76,40,67,1884,2.9
Moon Seon Min,29,71,71,3,92,64,64,72,38,62,1804,1.8
Rubén Alcaraz,30,73,73,3,61,71,74,69,73,80,2069,2.9
A. Mitriță,26,75,76,4,85,69,69,78,26,57,1778,6.5
Jordi Calavera,25,70,73,2,79,55,61,66,64,75,1864,1.9
V. Nsimba,27,72,72,2,85,59,63,70,65,61,1906,2.3
J. Aidoo,25,74,79,2,73,25,40,46,73,87,1538,5.5
Raphaelinho Anjos,33,82,82,1,79,84,77,78,41,83,1201,10.0
Antônio Chiamuloira,21,78,78,2,68,48,60,54,79,75,1814,14.5
Estevão Candeira,25,75,75,2,77,59,70,69,70,68,1949,5.5
Claudio Coíntra,25,77,77,4,79,73,76,78,27,60,1911,11.5
Josué Chiamulera,29,82,82,2,78,43,56,64,85,79,1885,25.5
Jackson Crusso,21,65,65,4,74,56,59,72,22,47,1574,0.85
J. Grot,23,66,73,4,78,65,59,61,47,82,1741,1.7
M. Diakhaby,24,73,79,2,58,38,53,58,74,75,1647,4.4
Matheus Reis,26,76,79,2,72,52,65,73,72,78,1901,9.0
E. Akbaba,28,72,72,4,69,72,73,71,55,60,1932,2.4
Nacho Gil,25,64,65,3,78,60,61,64,40,47,1657,0.7
R. Manaj,24,71,78,4,69,72,54,70,28,69,1677,3.8
J. Simpson,24,68,76,2,55,37,50,56,68,75,1568,2.5
F. Selemani,27,72,72,4,83,69,70,74,56,60,1924,2.5
D. Vergara,24,76,79,3,88,72,69,76,42,71,1910,10.0
Juninho,26,73,76,2,76,35,51,59,72,80,1647,3.5
F. Avenatti,28,68,68,4,49,66,64,66,43,74,1700,1.2
S. Chakla,27,68,70,2,51,32,50,51,68,67,1455,1.3
Diego Rico,28,74,74,2,72,57,69,70,71,74,1955,3.8
M. Caldara,27,76,76,2,58,34,46,63,79,71,1585,7.0
M. Lorenzen,26,65,65,3,84,64,55,66,32,66,1635,0.775
R. Thomas,26,74,76,4,72,66,73,77,61,68,1967,5.0
David Raya,25,74,78,1,73,73,76,74,53,73,1325,4.6
J. Aholou,27,74,77,3,67,60,65,69,73,77,1870,4.9
A. Schöpf,27,71,72,3,70,66,69,71,63,71,1954,2.1
D. Kownacki,24,71,76,4,77,71,60,71,31,67,1757,2.9
T. Ambrose,24,68,74,4,80,65,59,70,29,67,1706,1.9
M. Veljković,25,73,76,2,52,33,53,59,74,72,1617,3.6
J. Rossiter,24,65,71,3,57,49,56,62,63,71,1693,1.0
G. Donsah,25,70,75,3,70,63,69,71,66,74,1974,2.3
P. Seguin,26,73,75,3,66,59,69,71,68,75,1889,3.7
Núrio Fortuna,26,70,71,3,82,63,64,71,69,71,1957,1.9
A. Long,28,73,74,2,80,40,55,63,72,82,1769,2.9
C. Dessers,26,73,74,4,75,74,55,69,28,73,1721,3.6
J. Komar,24,73,80,2,66,36,52,54,73,79,1634,5.5
B. Mensah,26,72,73,4,77,70,71,74,62,70,1966,2.8
M. Thorsby,25,74,79,3,68,62,69,71,74,80,1993,6.0
E. Unsain,26,75,78,1,79,69,76,79,57,71,1407,5.5
J. Biada,28,68,68,4,69,73,62,69,35,66,1774,1.2
A. Mendy,27,69,69,4,70,69,51,63,24,78,1661,1.5
G. Jung,26,68,69,2,69,41,59,61,69,70,1662,1.2
R. Bauer,26,70,73,2,70,51,60,64,70,75,1821,1.9
S. Lovrič,23,71,80,3,53,62,71,70,62,68,1842,4.1
A. Leya Iseka,23,70,75,4,82,71,60,69,27,71,1785,2.4
C. Humphreys-Grant,22,67,75,2,65,32,48,54,67,72,1581,2.1
A. Marušić,28,79,79,2,85,66,67,74,75,79,2065,16.0
H. Martín,28,77,77,4,79,74,64,74,38,82,1925,11.0
M. Wolf,26,75,76,3,84,70,70,75,67,77,2026,6.5
J. Pollersbeck,26,71,75,1,73,66,72,73,37,70,1132,2.0
E. Boateng,25,76,80,4,91,74,58,75,40,77,1934,10.5
K. Diks,24,73,76,2,75,55,61,69,69,77,1858,3.8
S. Mounié,26,74,75,4,64,73,62,68,45,80,1850,5.0
K. Lasagna,28,73,73,4,87,70,60,75,28,63,1795,3.1
C. Roberts,25,75,78,2,80,48,66,68,69,72,1826,7.0
Raúl Guti,24,73,80,3,68,68,69,70,67,79,1973,6.0
H. Diallo,26,76,79,4,72,76,55,71,23,72,1766,10.0
R. Mandragora,24,75,81,3,57,63,74,75,74,76,1999,9.0
K. Palmer,24,68,72,4,73,63,67,72,46,63,1825,1.7
Hernani,27,75,78,3,65,69,69,72,74,70,1989,6.5
R. Poole,23,63,70,2,67,31,56,58,61,71,1604,0.925
Q. Cornette,27,66,66,4,83,66,65,68,45,57,1852,0.9
G. Pușcaș,25,67,71,4,66,67,52,62,36,69,1680,1.4
G. Rodríguez,26,78,79,3,54,56,66,66,80,77,1861,15.0
P. Stojanović,25,72,75,2,79,50,68,70,64,72,1873,2.9
Léo Jardim,26,73,78,1,75,72,68,74,41,69,1186,3.5
F. Mulić,26,67,67,4,74,67,43,57,28,77,1493,1.1
U. Çakır,25,79,83,1,80,75,73,82,54,79,1322,19.0
G. Martínez,28,76,76,4,83,72,73,82,34,60,1918,7.5
K. Dowell,23,71,76,4,64,68,70,72,44,51,1773,2.8
J. Yates,24,68,72,4,79,68,54,67,29,68,1713,1.8
G. Taylor,23,72,78,2,74,49,69,69,68,71,1909,3.5
A. Zendejas,23,69,78,4,76,65,67,74,52,67,1827,3.1
J. Swift,26,75,78,4,65,73,75,77,60,65,1978,7.5
André Gomes,27,77,77,3,54,67,76,76,69,74,1994,11.0
K. Demirbay,27,80,80,3,58,76,80,83,68,71,2128,22.5
K. Akpoguma,26,74,76,2,81,48,55,63,76,71,1734,4.6
O. Vlachodimos,27,81,83,1,84,78,67,84,43,78,1258,23.5
R. Khedira,27,74,75,2,48,43,58,61,76,80,1721,4.3
P. Frankowski,26,74,75,3,92,60,68,72,62,72,1951,5.0
Ricardo Esgaio,28,78,78,2,74,67,75,78,70,69,2067,12.5
Hwang Ui Jo,28,76,76,4,78,78,64,74,42,73,1930,7.5
Brandon Thomas,26,71,74,4,76,73,61,73,32,63,1824,2.5
Z. Clough,26,64,65,4,68,61,63,68,38,35,1671,0.7
R. Healey,26,69,70,4,78,70,54,69,29,59,1669,1.7
S. Kritsyuk,29,78,78,1,78,79,73,78,48,76,1224,9.5
F. Tait,28,77,77,3,74,71,76,79,67,68,2053,10.5
F. Mora,27,73,73,4,78,73,55,71,27,67,1725,3.3
J. Houghton,25,65,70,3,66,51,63,61,61,71,1758,0.95
F. Di Francesco,27,75,75,3,79,70,73,81,39,60,1866,6.0
B. Bourigeaud,27,79,79,3,72,74,81,77,66,74,2137,18.5
M. Kranevitter,28,76,77,3,70,49,70,71,73,77,1896,7.0
J. Musso,27,81,82,1,82,78,73,86,44,82,1222,22.0
L. Giannetti,27,76,77,2,71,34,55,56,78,78,1668,7.5
A. Werner,25,70,76,1,74,72,75,70,45,68,1186,2.0
C. Lema,31,75,75,2,35,49,56,41,76,82,1655,3.8
T. Figueroa,29,68,68,4,31,70,50,59,32,77,1502,1.2
C. Auzqui,30,74,74,4,83,73,72,73,52,82,2029,4.1
B. Petković,26,75,76,4,74,72,76,80,39,76,1941,6.5
B. Drągowski,23,77,81,1,79,73,70,80,44,77,1227,12.0
D. Türüç,28,73,73,3,74,70,73,74,57,71,2012,3.1
M. Miazga,25,72,75,2,51,26,47,58,73,77,1507,2.8
Unai García,28,73,74,2,58,41,59,54,74,75,1672,2.9
A. Petagna,26,76,79,4,61,75,68,75,34,81,1812,10.0
Marlon,25,73,77,2,64,44,59,66,73,75,1757,3.8
A. Jahanbakhsh,27,73,73,4,77,72,68,76,43,69,1908,3.2
Capa,29,80,80,2,82,64,76,77,74,85,2139,18.5
M. Tisserand,28,73,73,2,68,59,69,68,72,76,1941,2.6
K. Tete,25,75,78,2,76,47,66,68,74,74,1876,7.0
Wendell,27,75,75,2,79,49,70,78,70,70,1967,5.5
J. Payne,26,65,66,4,74,59,61,70,42,47,1739,0.85
R. Otero,28,73,73,3,77,74,70,76,45,58,1948,3.1
G. Haraguchi,30,74,74,4,84,66,70,78,44,53,1852,4.1
J. Laurent,26,71,74,3,77,60,63,70,69,84,1940,2.2
M. Samatta,28,74,74,4,80,71,66,71,31,73,1856,4.3
Cafú,28,69,69,3,69,69,63,67,64,81,1931,1.2
S. Vegas,24,75,82,2,73,55,63,68,74,80,1898,10.5
G. Escalante,28,77,78,3,66,67,72,72,75,75,2013,10.0
B. Santamaria,26,77,79,3,59,61,70,73,75,74,1931,11.5
R. Martínez,27,75,76,4,81,76,63,77,34,77,1882,6.5
N. Camacho,33,74,74,4,75,71,71,74,42,51,1844,2.6
A. Sanabria,25,74,79,4,73,72,70,75,32,62,1841,6.5
Embarba,29,79,79,3,79,77,78,78,54,72,2077,17.0
J. Bryan,27,74,74,2,78,64,69,69,70,76,2031,4.1
M. Kobylański,27,67,67,4,71,70,68,68,38,55,1787,1.1
J. Brooks,28,78,79,2,59,39,59,64,79,76,1694,13.5
U. Đerić,29,65,65,4,44,69,47,57,29,76,1535,0.725
A. Masika,27,68,68,3,92,63,61,70,30,58,1709,1.3
Y. Stark,30,68,68,3,54,64,64,64,67,78,1880,1.0
S. Berahino,27,67,67,4,67,67,65,67,27,62,1676,1.1
G. Saville,28,71,71,3,63,66,69,69,68,75,1971,1.9
R. Inniss,26,66,68,2,37,33,42,40,64,78,1388,0.925
Rubén Pardo,28,71,71,4,53,69,74,71,70,52,1908,1.6
Mário Rui,30,78,78,2,80,49,73,79,71,64,2025,12.0
W. Orban,28,81,82,2,49,36,52,55,84,80,1673,24.5
C. Taylor,27,76,76,2,69,54,70,72,75,77,1959,7.0
F. Thauvin,28,79,79,3,79,76,76,80,41,69,2028,17.5
J. Akpa Akpro,28,75,75,3,80,67,72,78,74,77,2081,5.5
S. Meïté,27,76,77,3,66,59,73,77,71,79,1976,8.5
J. Boëtius,27,75,76,3,72,69,74,78,44,65,1927,6.5
D. Gayle,30,72,72,4,75,73,58,73,28,60,1769,2.3
Y. Mvogo,27,75,78,1,75,74,74,77,42,73,1276,5.5
S. Johnstone,28,77,80,1,79,74,70,79,42,76,1243,9.5
K. Olsson,26,75,77,4,76,65,75,77,63,65,1970,7.0
K. Coulibaly,29,71,71,4,70,70,60,62,26,77,1631,1.9
P. Nardi,27,75,79,1,78,69,70,80,50,73,1150,6.0
Roberto Torres,32,78,78,3,67,78,79,76,65,72,2092,11.0
F. Helander,28,74,76,2,44,33,46,55,75,77,1538,4.2
R. Olsen,31,75,75,1,76,74,74,75,35,75,1188,3.0
William Carvalho,29,79,79,3,40,60,76,70,75,84,1913,15.0
M. Keane,28,80,81,2,54,49,64,63,82,80,1817,20.0
E. Krafth,26,73,74,2,66,58,67,70,72,71,1904,3.3
Marçal,32,76,76,2,71,56,71,72,76,73,1960,5.0
T. Strobl,31,74,74,3,43,49,65,58,74,78,1751,3.0
D. Ward,28,74,74,1,75,72,66,75,45,73,1183,3.0
D. Bain,27,71,73,2,61,26,49,53,72,75,1541,2.0
A. Yiadom,29,73,73,2,81,53,62,71,69,76,1890,2.7
Sergi Samper,26,70,70,3,41,43,66,66,66,68,1663,1.5
Lucas Torró,26,74,77,3,39,63,65,65,73,73,1803,5.0
M. Frey,26,74,74,4,64,76,64,66,42,88,1843,4.7
R. Zozulya,31,65,65,4,73,62,56,61,45,80,1758,0.6
H. Sakai,31,74,74,2,74,53,66,64,72,76,1888,3.1
Óliver Torres,26,77,78,4,63,67,78,82,63,54,1960,12.5
R. Ripart,28,75,75,4,74,75,68,72,64,84,2045,6.0
T. Kędziora,27,75,76,2,77,46,67,64,73,74,1854,6.0
Jozabed,30,71,71,3,57,67,71,70,58,66,1874,1.8
Otávio,26,81,82,3,78,69,79,85,63,68,2088,30.5
D. Machís,28,81,81,3,88,80,75,83,38,70,2028,26.0
I. Kutepov,27,71,72,2,35,48,55,52,73,72,1626,1.9
L. Schaub,26,73,76,4,58,67,72,77,42,67,1858,4.0
Y. Al Shahrani,29,75,75,2,90,54,67,73,70,66,1971,4.9
A. Hegazi,30,76,76,2,50,20,50,55,76,84,1519,6.0
J. Nilsson,27,73,75,2,58,32,54,55,74,74,1601,3.2
F. Ceccherini,29,74,75,2,63,43,53,63,76,71,1681,3.9
O. Kayode,28,71,71,4,88,68,57,73,36,70,1832,1.9
Rubén Peña,29,79,79,2,80,70,72,78,75,68,2074,15.5
G. Burgstaller,32,73,73,4,59,73,67,69,39,80,1837,2.5
G. Pezzella,30,77,77,2,54,49,47,57,79,72,1645,8.5
D. Didavi,31,72,72,4,58,76,73,73,49,67,1934,1.9
M. Vidal,30,66,66,1,68,65,65,66,36,67,1090,0.575
A. Forshaw,29,73,73,3,64,61,73,74,65,66,1908,3.0
J. Colback,31,66,66,3,56,56,63,63,64,65,1752,0.6
André Almeida,30,76,76,2,63,63,75,73,78,73,1991,6.5
K. Long,30,71,71,2,51,35,50,56,71,71,1560,1.5
S. Ilsanker,32,73,73,2,62,53,51,50,73,81,1706,2.0
W. Khazri,30,77,77,4,69,79,76,77,42,68,1951,10.5
T. Cairney,30,75,75,4,63,73,77,77,62,65,1975,5.5
G. Moreno,35,76,76,4,71,75,70,75,56,79,2058,3.2
Iñigo Pérez,33,75,75,3,56,65,77,66,71,73,1978,2.8
N. Lodeiro,32,79,79,4,74,73,81,81,49,72,2057,14.0
J. Bond,28,68,70,1,69,66,61,69,49,67,1206,1.0
Guerrero,30,69,69,4,66,69,62,68,42,69,1813,1.4
Leandro Damião,31,73,73,4,51,75,62,68,35,80,1772,2.6
T. Bradshaw,28,69,69,4,78,68,51,68,30,69,1715,1.4
Dani Rodríguez,33,75,75,4,85,75,74,72,63,69,2024,3.5
J. McClean,32,69,69,3,69,64,66,70,62,75,1951,1.1
M. Gabbiadini,29,75,75,4,67,79,71,76,26,62,1834,5.5
N. Redmond,27,76,76,4,81,72,70,81,30,53,1808,8.0
J. Robinson,27,72,73,2,69,41,60,61,72,74,1772,2.4
C. Aránguiz,32,80,80,3,65,71,80,77,76,72,2139,14.0
Sergio Álvarez,29,75,75,3,61,66,68,68,71,79,1938,4.8
D. Appiah,29,71,71,2,75,39,59,63,69,75,1773,1.6
M. Gregoritsch,27,72,72,4,60,73,72,70,41,71,1830,2.5
T. Xhaka,30,71,71,3,72,62,67,66,67,80,1944,1.6
B. Martins Indi,29,72,72,2,44,42,55,57,73,77,1612,2.0
C. Goldson,28,75,76,2,69,50,62,65,74,82,1808,5.5
J. Guidetti,29,73,73,4,54,75,67,71,38,71,1838,3.0
M. Lowton,32,76,76,2,66,61,73,72,76,74,1996,5.0
E. Sviatchenko,29,76,76,2,61,51,61,61,76,82,1860,6.5
G. Trauner,29,77,77,2,64,57,64,64,76,87,1931,9.0
N. Höfler,31,73,73,3,64,47,65,66,72,72,1816,2.1
S. Kittel,28,73,73,4,82,70,73,75,32,56,1861,3.1
J. Cillessen,32,81,81,1,81,80,78,79,54,81,1325,13.0
A. Maher,27,75,75,3,68,70,76,77,66,64,2022,6.0
T. Horn,28,76,78,1,77,77,60,78,47,70,1213,6.5
N. Chadli,31,76,76,3,74,75,75,78,56,76,2034,6.0
L. Néry,30,67,67,2,70,48,60,65,63,73,1794,0.875
F. Rønnow,28,74,74,1,76,70,67,77,47,72,1120,3.0
C. Biraghi,28,76,76,2,75,65,74,73,72,69,2016,7.0
A. Gomis,27,77,79,1,77,76,71,76,42,76,1261,9.5
Felipe Anderson,28,79,79,4,85,75,77,83,55,61,1999,17.5
O. Hernández,28,71,71,3,83,65,62,73,34,69,1750,1.9
F. Quignon,28,73,73,3,66,56,66,75,71,77,1936,2.7
T. Meunier,29,77,77,2,73,74,72,72,73,80,2077,9.5
J. Roussillon,28,77,77,2,87,65,72,78,72,73,2060,9.5
R. Boateng,28,67,67,3,70,65,62,66,65,76,1874,1.0
G. Caprari,27,76,76,4,84,71,73,82,20,49,1768,8.0
J. Vestergaard,28,77,77,2,32,48,62,49,78,82,1708,9.0
R. Knoche,29,75,75,2,39,41,52,50,78,72,1597,4.7
E. Harrison,27,64,65,4,78,61,51,64,41,80,1743,0.675
M. Sakho,31,75,75,2,47,33,64,55,74,79,1649,3.8
Rui Fonte,31,70,70,4,63,68,67,70,42,61,1827,1.3
B. Bannan,31,73,73,3,60,64,75,76,57,56,1954,2.5
M. Kruse,33,80,80,4,61,81,81,82,40,66,2001,13.5
N. Petersen,32,75,75,4,53,78,58,65,40,74,1781,4.6
C. Benteke,30,75,75,4,54,76,62,68,32,75,1775,5.5
Sergio Tejera,31,70,70,3,69,70,69,69,67,74,1990,1.1
R. van Wolfswinkel,32,67,67,4,58,67,66,66,42,62,1755,0.825
P. Gulácsi,31,85,85,1,85,84,76,86,43,82,1305,28.5
N. Kalinić,33,75,75,4,62,74,64,73,42,67,1807,3.6
J. Chester,32,70,70,2,54,34,56,60,71,72,1675,1.0
D. Drinkwater,31,71,71,3,46,62,72,70,68,64,1863,1.3
C. Eastmond,30,62,62,3,62,58,60,61,59,74,1783,0.375
P. van Aanholt,30,76,76,2,84,68,72,75,72,68,2075,6.5
F. Borini,30,75,75,3,73,74,72,76,45,68,1939,5.5
F. Di Santo,32,72,72,4,63,71,64,68,45,76,1838,1.9
S. de Jong,32,67,67,4,43,74,67,66,59,68,1895,0.8
B. Shea,31,63,63,3,66,59,60,62,57,71,1794,0.4
Y. M'Vila,31,78,78,3,65,64,73,74,74,79,2036,10.0
F. Gulbrandsen,28,72,72,4,86,71,61,74,36,76,1881,2.4
M. Schmelzer,33,71,71,2,55,48,65,65,74,70,1844,0.975
A. Nuhiu,31,66,66,4,32,66,59,64,42,78,1629,0.725
S. Sararer,31,68,68,4,73,66,66,71,37,61,1771,1.0
R. Bürki,30,80,80,1,81,79,60,86,46,77,1248,14.0
G. Bonaventura,31,78,78,3,69,75,80,80,70,65,2137,11.5
S. Rondón,31,76,76,4,68,76,66,71,32,81,1887,6.5
D. Diekmeier,31,71,71,2,79,40,63,64,67,72,1757,1.4
V. Wormgoor,32,69,69,2,32,38,56,53,68,80,1632,0.9
Balenziaga,33,75,75,2,75,46,69,70,73,75,1910,2.9
Oier,35,77,77,3,61,64,72,69,74,74,1933,3.0
Etxeita,33,72,72,2,39,35,49,56,73,77,1555,1.1
Illarramendi,31,79,79,3,46,71,77,78,77,69,2028,12.5
D. Aleksić,30,72,72,3,68,73,73,74,46,73,1969,2.3
T. Arslan,30,73,73,3,65,68,73,76,69,67,1994,2.5
C. McManaman,30,63,63,4,71,60,58,66,27,61,1611,0.475
J. Kucka,34,77,77,2,55,74,73,74,77,87,2128,4.9
Alberto Perea,30,75,75,3,77,72,70,79,36,61,1855,5.5
C. Wickham,28,67,67,4,41,70,61,64,30,68,1642,1.0
T. Usami,29,70,70,4,78,68,70,74,43,63,1837,1.6
Y. Pehlivan,32,66,66,3,69,58,57,63,63,70,1765,0.575
C. Buchtmann,29,67,67,3,59,63,69,70,60,63,1876,1.0
M. Caraglio,32,72,72,4,41,74,61,68,27,79,1696,1.9
Y. Mallı,29,72,72,4,68,66,73,75,33,55,1820,2.3
Ai Kesen,31,79,79,4,84,80,73,79,48,79,2104,15.0
A. Nyom,33,75,75,2,78,59,73,69,74,84,1962,3.5
A. Gonçalves,35,67,67,3,50,48,65,66,61,84,1816,0.4
C. Trimmel,34,77,77,2,72,65,73,68,74,80,2006,3.9
R. Rodríguez,28,74,74,3,70,67,74,74,75,74,2104,3.6
Fredy,31,72,72,4,87,65,67,75,58,60,1947,1.9
F. Nouble,29,59,59,4,70,58,51,58,37,76,1571,0.22
A. Boruc,41,70,70,1,69,67,66,70,24,73,1121,0.18
A. Hutchinson,38,74,74,3,56,64,72,68,73,72,1949,0.825
W. Caballero,39,73,73,1,74,71,70,73,39,75,1212,0.35
A. Turan,34,71,71,4,46,71,75,76,64,60,1953,0.875
D. Murphy,38,60,60,4,35,62,56,52,31,67,1495,0.08
G. Hoarau,37,70,70,4,37,72,67,66,43,69,1776,0.55
D. Padelli,35,73,73,1,72,72,63,70,45,76,1043,0.35
P. Bardsley,36,71,71,2,42,58,65,67,74,73,1834,0.425
T. Walcott,32,75,75,3,85,70,69,77,39,59,1885,4.5
R. Shawcross,33,66,66,2,32,37,47,47,64,76,1441,0.4
J. Rodriguez,31,74,74,4,67,76,67,73,42,66,1874,3.6
I. Scocco,36,75,75,4,70,79,73,80,35,64,1947,1.9
L. Schøne,35,74,74,3,37,75,79,75,62,58,1996,1.7
N. Maynard,34,62,62,4,65,63,57,62,29,65,1661,0.19
Ó. Trejo,33,76,76,4,71,73,75,79,69,77,2128,4.7
H. Moreno,33,76,76,2,57,49,64,63,78,71,1834,3.6
T. Clarke,33,65,65,2,53,43,54,54,63,77,1643,0.35
Lucas Leiva,34,80,80,3,56,65,73,76,80,69,2023,7.0
D. Ba,35,72,72,4,64,76,67,67,39,69,1854,1.0
Nacho Monreal,35,79,79,2,65,61,73,74,79,68,2003,5.5
Ivo,34,75,75,3,73,69,77,74,53,66,1987,2.6
Xavi Torres,34,70,70,3,48,59,66,63,66,77,1841,0.55
Ó. Cardozo,38,75,75,4,50,80,63,64,28,68,1704,1.9
F. Fazio,34,74,74,2,34,40,53,54,76,75,1533,1.4
M. Hasebe,37,76,76,3,51,51,73,71,76,62,1879,1.5
S. Jovetić,31,77,77,4,65,79,76,79,35,60,1912,9.0
Saulo Mineiro,24,63,67,4,76,60,55,60,21,74,1540,0.7
P. Zaidan,20,56,66,2,65,31,39,53,53,53,1399,0.3
Gui,19,60,80,3,67,43,57,60,53,54,1556,0.675
L. Hartjes,18,64,80,3,72,40,63,68,60,59,1681,1.4
Bastida,17,64,81,3,59,41,57,55,64,55,1545,1.4
Y. Konoplia,21,65,75,2,77,42,50,57,58,60,1540,1.5
M. Dabre,18,58,73,3,92,51,50,59,42,60,1541,0.475
E. Cashin,19,56,68,2,59,26,31,35,59,55,1269,0.325
M. Altıntaş,19,61,70,4,73,61,51,65,28,45,1488,0.7
T. Hammond,18,60,76,3,85,51,50,64,26,44,1435,0.625
B. Akehurst,17,53,70,2,74,30,43,46,47,55,1401,0.22
D. Williams,17,60,76,2,66,36,49,63,55,52,1528,0.6
A. Moran,17,58,79,4,62,54,54,63,39,47,1537,0.65
O. Gene,18,55,69,3,63,42,53,53,51,60,1510,0.3
Diego Moreno,19,64,77,2,75,38,55,60,60,62,1586,1.3
Pedro Ortiz,20,60,74,4,65,55,53,60,49,60,1536,0.6
Y. Baas,18,62,75,2,68,34,54,60,60,56,1531,0.875
Javi Robles,20,64,76,3,61,58,59,62,60,63,1663,1.4
F. Schädlich,17,56,73,2,68,46,48,52,58,59,1540,0.325
