name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
Dante,37,77,77,CB,32,51,67,64,78,76,1792,€1.9M
B. Gomis,35,79,79,ST,58,81,68,72,36,74,1871,€7.5M
18 Trashorras,36,75,75,CM,36,65,77,66,68,70,1912,€900K
21 Élton,34,67,67,LM,70,66,68,72,34,45,1765,€475K
M. Dembélé,33,79,79,CM,70,68,76,85,73,77,2122,€11M
A. Consigli,34,80,80,GK,80,81,71,81,42,78,1198,€3.6M
18 G. Agbonlahor,30,69,69,ST,77,69,60,68,37,63,1705,€1M
20 D. Aogo,32,73,73,CDM,71,56,73,71,72,73,2008,€2.6M
L. Koscielny,35,77,77,CB,54,43,63,65,78,71,1765,€2.8M
Park Chu Young,35,65,65,CAM,56,67,67,66,37,57,1759,€300K
K. Árnason,38,64,64,CB,28,47,53,47,65,63,1493,€0
21 S. Ruffier,33,79,79,GK,80,79,74,79,48,78,1266,€5.5M
19 M. Dabo,31,64,64,CB,59,50,57,62,63,65,1754,€300K
S. Long,34,71,71,ST,80,69,61,72,36,66,1820,€900K
J. Rodriguez,31,74,74,ST,67,76,67,73,42,66,1874,€3.6M
21 S. Defour,32,74,74,CM,56,67,77,73,73,63,2012,€3.3M
B. Matuidi,34,76,76,CDM,73,64,69,73,74,77,2019,€2.6M
Mario Suárez,34,72,72,CDM,41,65,70,64,68,75,1855,€800K
17 Adrián Colunga,30,70,70,ST,75,71,63,76,21,59,1764,€900K
A. Guardado,34,78,78,CDM,64,68,80,79,73,69,2112,€4.8M
21 Á. Pereira,34,73,73,LB,76,63,68,70,67,76,1980,€1.1M
N. Maynard,34,62,62,ST,65,63,57,62,29,65,1661,€190K
Sokratis,33,77,77,CB,63,53,53,60,78,80,1753,€5M
H. Moreno,33,76,76,CB,57,49,64,63,78,71,1834,€3.6M
T. Clarke,33,65,65,CB,53,43,54,54,63,77,1643,€350K
M. Figueroa,38,68,68,CB,45,59,62,57,69,71,1800,€220K
21 V. Birsa,33,73,73,CAM,60,72,76,75,56,65,1916,€1.9M
Lucas Leiva,34,80,80,CDM,56,65,73,76,80,69,2023,€7M
D. Ospina,32,79,79,GK,82,72,77,84,34,77,1195,€8.5M
18 J. Albín,30,70,70,CAM,69,66,69,71,40,68,1810,€1.7M
A. Beck,34,67,67,CDM,65,52,69,67,69,71,1857,€475K
09 H. de Noteboom,32,87,90,ST,85,88,68,85,55,80,1700,€0
Ángel,34,78,78,ST,71,81,61,78,34,66,1854,€7M
M. Jones,33,61,61,CAM,68,59,62,62,59,67,1782,€200K
16 Pallardó,28,63,63,CDM,58,51,61,65,63,72,1775,€325K
21 B. Ivanović,36,74,74,CB,45,60,63,56,74,75,1823,€750K
E. Pieters,32,74,74,LB,59,39,69,69,74,78,1869,€2.9M
Xavi Torres,34,70,70,CDM,48,59,66,63,66,77,1841,€550K
Ó. Cardozo,38,75,75,ST,50,80,63,64,28,68,1704,€1.9M
21 Diego Costa,31,80,80,ST,73,79,65,74,48,86,1973,€18M
O. Bozanic,32,66,66,CM,66,63,65,67,65,72,1899,€675K
Marcelo,34,76,76,CB,42,46,59,56,75,82,1716,€2.4M
L. Broxham,33,63,63,CB,39,51,52,56,61,83,1676,€230K
19 M. Jedinák,33,71,71,CB,45,67,64,59,73,74,1894,€950K
A. Epureanu,34,72,72,CB,33,53,54,56,74,76,1649,€750K
21 K. LuaLua,29,69,69,LW,87,63,61,72,37,65,1793,€1.4M
21 C. Sánchez,34,71,71,CB,54,58,66,65,73,67,1803,€650K
H. Nordtveit,31,73,73,CB,54,53,69,65,74,72,1863,€2.1M
17 R. Keane,35,80,80,CF,68,82,75,82,31,69,1974,€5.5M
12 L. Boa Morte,33,66,66,LW,59,59,66,74,28,59,1677,€250K
13 E. Davids,39,64,64,CDM,52,63,65,63,68,65,1837,€1K
17 A. Manninger,39,73,73,GK,72,72,53,74,40,72,1081,€500K
11 F. Ljungberg,33,74,83,RM,76,73,73,75,38,67,1887,€0
14 Puyol,35,83,83,CB,64,46,60,57,86,77,1853,€1.3M
17 D. Kuyt,35,75,75,ST,66,76,73,70,65,77,2041,€1.5M
14 B. Stock,31,64,64,CAM,54,57,67,65,48,55,1707,€250K
R. Santa Cruz,39,71,71,ST,33,73,61,63,36,61,1593,€650K
17 D. Drogba,38,81,81,ST,64,82,67,74,36,78,1956,€0
F. Coloccini,39,68,68,CB,32,54,59,60,68,63,1683,€220K
13 S. Davies,32,71,71,RM,59,65,74,74,41,62,1821,€675K
J. Defoe,38,67,67,ST,55,72,58,70,26,41,1659,€350K
16 M. Upson,36,71,71,CB,31,27,52,46,72,68,1440,€0
19 P. Crouch,37,72,72,ST,32,73,65,64,35,57,1622,€900K
19 A. Balijon,35,66,66,GK,65,64,61,67,35,69,974,€150K
Rubén Castro,40,71,71,ST,70,74,62,72,29,61,1824,€0
20 A. Meier,36,70,70,ST,33,75,65,60,45,67,1686,€625K
J. Briand,35,72,72,ST,59,72,71,71,46,68,1873,€1M
R. Vega,17,62,78,LB,66,31,57,59,57,60,1547,€950K
Rodrigo Guth,20,63,72,CB,63,33,41,45,63,65,1438,€975K
Saulo Mineiro,24,63,67,ST,76,60,55,60,21,74,1540,€700K
A. Al-Dakhil,19,64,77,CB,68,27,49,55,61,72,1468,€1.3M
A. Makatounakis,17,58,77,GK,62,59,58,58,23,59,862,€450K
S. Ben Seghir,18,65,77,RM,70,68,59,69,29,36,1609,€1.7M
J. Castillo,19,63,76,RB,68,34,51,55,58,61,1516,€1.1M
Mateus Criciúma,22,60,70,LM,83,56,53,64,24,47,1486,€550K
R. Nyakossi,17,54,73,CB,62,26,31,31,52,71,1220,€250K
Anderson,22,62,71,RM,71,56,58,62,26,46,1455,€900K
Y. Konoplia,21,65,75,RB,77,42,50,57,58,60,1540,€1.5M
M. Altıntaş,19,61,70,RW,73,61,51,65,28,45,1488,€700K
T. Hammond,18,60,76,RM,85,51,50,64,26,44,1435,€625K
Javi Serrano,18,64,80,CDM,71,56,60,64,59,63,1724,€1.4M
Antony,19,62,77,RM,72,48,60,70,38,49,1569,€950K
I. Kaba,16,50,73,CB,64,24,30,36,49,60,1204,€140K
J. Clarke,17,58,75,ST,75,58,41,53,21,68,1412,€500K
B. Akehurst,17,53,70,LB,74,30,43,46,47,55,1401,€220K
Hugo Sotelo,16,59,74,RW,65,58,51,62,26,46,1400,€525K
A. Tsoungui,18,60,77,CB,59,34,34,39,60,67,1372,€600K
R. Friday,21,56,69,ST,80,53,45,57,19,56,1405,€350K
Luis López,20,63,76,GK,66,62,58,63,30,58,888,€1M
Raúl Caballero,20,63,77,ST,73,63,50,62,26,57,1565,€1.2M
B. Young,18,62,80,ST,83,61,49,62,23,62,1584,€1M
N. Ødegård,17,52,72,RM,72,46,50,54,48,68,1530,€210K
J. Schröder,18,56,73,LWB,63,33,47,53,53,55,1412,€350K
F. Schädlich,17,56,73,CB,68,46,48,52,58,59,1540,€325K
H. Lindley,18,57,71,RM,68,46,55,55,53,57,1601,€350K
R. Meerveld,18,61,77,CAM,66,52,57,68,37,51,1518,€825K
W. Sulaeman,19,51,62,RM,62,43,47,55,29,43,1329,€130K
S. Cox,16,54,77,ST,75,53,36,56,22,46,1333,€350K
O. Dodgson,18,56,68,LWB,63,36,47,55,52,56,1441,€325K
D. Chesters,19,56,68,CAM,68,44,54,60,30,48,1411,€350K
J. Wilson-Esbrand,18,59,72,LB,77,32,45,59,54,54,1482,€500K
R. Litvinov,19,64,74,CM,66,54,63,65,59,60,1730,€1.2M
Ricard Artero,18,60,78,CAM,68,56,57,62,56,58,1675,€625K
S. Bonnah,17,62,78,RB,73,35,49,60,59,45,1526,€950K
Z. El Sheiwi,17,57,78,LB,81,36,38,60,50,49,1452,€500K
E. Baquero,19,59,71,ST,61,62,45,60,21,44,1433,€550K
Álvaro Santamaría,19,62,75,ST,64,64,51,58,24,61,1523,€950K
Saúl Coco,22,63,75,CB,58,33,40,45,67,59,1400,€1.1M
T. Kacharaba,26,74,76,CB,71,34,49,59,74,80,1606,€4.6M
Y. Maejima,23,64,69,RWB,71,54,60,64,60,64,1734,€825K
J. Rodríguez,19,62,72,LB,78,28,41,41,61,60,1393,€825K
E. Olsson,18,54,69,CB,61,24,35,42,52,62,1256,€230K
J. Assi,16,52,71,ST,80,52,45,49,25,49,1329,€200K
Urko González,20,65,76,CDM,53,46,59,52,65,63,1585,€1.5M
E. Zeballos,19,64,78,RM,77,53,56,69,31,42,1535,€1.4M
A. Ademi,22,58,68,LW,80,53,40,68,26,53,1396,€450K
Iker Recio,20,63,77,CB,69,40,53,50,62,70,1562,€1.1M
E. Azcona,17,56,75,CAM,67,54,49,64,23,44,1419,€350K
W. Carmona,18,60,78,CAM,75,53,53,67,35,49,1522,€625K
T. Miyagi,20,60,72,CAM,72,52,56,62,24,53,1461,€600K
D. Štefulj,21,65,73,LWB,72,50,57,65,59,68,1723,€1.5M
E. Muçi,20,66,78,CAM,79,67,56,67,20,55,1600,€2.1M
M. Uzuni,26,75,76,LW,85,71,62,78,27,65,1806,€6.5M
R. Szánthó,20,64,79,ST,82,62,52,65,26,55,1580,€1.4M
A. Montgomery,18,60,77,LM,75,50,52,65,54,55,1621,€600K
J. Sesay,18,55,75,LM,65,46,53,60,30,50,1412,€350K
P. Weah,17,59,76,RM,76,48,50,63,21,57,1394,€550K
B. Alcócer,17,62,76,ST,75,60,49,65,23,58,1508,€925K
S. Guerrero,20,62,74,ST,73,62,54,63,29,62,1595,€950K
W. Rivera,17,54,69,LM,76,42,47,55,25,41,1327,€250K
R. Aguilera,21,55,65,CDM,59,33,50,54,50,57,1431,€275K
R. Hope-Gund,21,58,68,CB,69,29,41,46,57,63,1374,€425K
E. Ávalos,21,58,72,CB,64,44,48,55,56,60,1558,€475K
O. Hoch,19,57,67,CAM,64,47,54,60,54,55,1592,€325K
D. Calcaterra,19,64,78,CB,58,33,45,50,64,69,1439,€1.3M
Chen Zhengfeng,20,48,52,CM,55,38,48,48,46,45,1342,€70K
H. Abraham,20,52,65,CAM,64,41,51,57,41,54,1418,€190K
J. Grimaldo,18,61,80,CAM,72,57,59,63,36,52,1536,€825K
J. Hahn,26,67,70,ST,75,67,51,65,24,57,1612,€0
H. Haraldsson,18,55,74,CAM,65,49,50,58,27,51,1384,€325K
D. MacKay,20,63,71,RM,84,57,55,64,30,53,1578,€1.1M
A. Ba,17,63,76,CAM,66,56,61,66,53,62,1682,€1.1M
F. Draper,16,56,73,ST,66,56,37,51,24,62,1369,€350K
A. Richardson,19,65,76,CDM,59,47,59,64,59,69,1651,€1.5M
R. Oratmangoen,23,67,73,RM,76,58,63,67,24,53,1525,€1.6M
A. Jourda,19,57,69,RB,66,26,48,49,52,65,1377,€375K
André Franco,23,68,77,CAM,71,61,67,70,41,62,1747,€2.7M
Falcão,21,63,69,ST,80,62,52,66,19,58,1582,€775K
J. Masharipov,27,73,73,LM,79,64,70,77,40,56,1816,€3.2M
M. Kaput,23,65,67,CDM,59,42,57,55,61,68,1568,€825K
M. Bokele,21,62,71,CB,62,30,36,42,66,59,1404,€825K
B. Makouana,18,64,78,RM,84,61,54,66,30,57,1613,€1.4M
A. Prass,20,65,77,LM,69,59,63,63,59,65,1758,€1.7M
L. Ennali,19,60,72,RM,74,56,51,64,27,48,1460,€575K
J. Eng,16,54,77,RW,83,47,42,58,22,38,1298,€350K
M. Huskovic,18,60,77,ST,73,60,51,64,19,42,1449,€625K
L. Münst,19,61,76,CM,61,52,61,61,54,53,1625,€775K
J. Montes,22,57,64,CAM,59,49,54,57,51,59,1589,€325K
B. Yılmaz,21,67,73,RM,80,64,60,69,31,69,1689,€1.6M
T. Williams,16,54,72,CB,59,31,38,47,53,67,1321,€250K
A. Mandous,29,76,77,GK,76,78,79,75,19,77,1040,€6M
F. Pollock,17,58,77,RM,68,46,55,61,39,50,1497,€500K
E. Uhlmann,18,59,77,CDM,70,47,55,59,56,57,1620,€550K
K. Kouassi,18,50,60,RM,71,48,46,50,33,52,1411,€100K
P. Polykarpou,20,55,69,CB,62,32,47,49,55,56,1385,€300K
P. Sciortino,17,61,74,CDM,54,40,54,53,61,60,1527,€700K
T. Gemicibaşi,25,65,67,CDM,63,57,59,61,61,72,1735,€800K
R. Vega,17,62,78,LB,66,31,57,59,57,60,1547,€950K
C. Amzar,17,56,72,LB,76,32,40,54,51,61,1428,€350K
E. Guessand,20,69,78,ST,76,68,54,68,25,68,1625,€3.1M
L. Giaccone,20,61,76,CAM,70,53,55,67,31,48,1531,€800K
L. Lochoshvili,23,68,74,CB,56,28,39,44,67,79,1395,€1.7M
D. van den Heuvel,18,59,79,GK,61,58,61,60,20,56,916,€550K
I. Pandur,21,72,79,GK,71,69,62,77,39,69,1006,€4.1M
R. Ağca,19,60,73,CAM,72,50,57,61,49,62,1644,€575K
J. Lepenant,18,65,78,CDM,65,42,61,63,61,63,1660,€1.6M
D. Sinani,24,67,71,CAM,65,68,69,66,41,68,1793,€1.5M
J. Muleka,21,69,78,ST,77,68,57,72,35,69,1777,€3.2M
Diego Bri,18,58,74,CAM,60,55,57,61,24,34,1378,€525K
Afonso Sousa,21,70,83,CAM,75,56,67,75,55,55,1820,€3.9M
Capita,19,62,75,LM,73,50,57,71,20,40,1455,€950K
Guillem Molina,20,67,76,CB,64,31,50,46,69,63,1516,€2.1M
A. Ismajli,24,72,76,CB,72,28,49,61,74,66,1597,€3M
H. Ashby,19,59,73,RB,73,37,46,53,53,60,1505,€500K
T. Wolff,18,54,73,CAM,72,48,46,57,27,50,1370,€275K
A. Apostolopoulos,18,62,79,LB,84,41,48,62,56,55,1567,€975K
V. Sourlis,18,64,79,RM,71,56,62,67,57,63,1718,€1.4M
T. Smola,32,62,62,ST,42,62,46,55,20,76,1452,€325K
S. Čestić,20,67,77,CB,52,28,42,49,68,72,1423,€2.1M
T. Zaal,17,60,77,CB,60,31,54,60,59,54,1498,€575K
S. Wallner,19,60,78,RB,70,38,47,50,56,62,1466,€600K
J. van Hecke,21,69,79,CB,52,46,54,58,70,72,1666,€2.9M
T. Arokodare,20,60,71,ST,51,61,43,52,26,71,1390,€550K
V. Sinisalo,19,55,72,GK,57,54,57,60,24,51,841,€300K
Aimar Oroz,19,64,79,CAM,71,59,66,62,52,58,1712,€1.4M
K. Çalhanoğlu,18,64,78,LM,73,51,61,64,57,62,1729,€1.3M
R. Fenlon,19,53,70,CAM,75,44,54,61,42,42,1498,€240K
Arnau Tenas,20,67,81,GK,65,69,68,64,45,66,1045,€2.1M
Pau Víctor,19,64,75,RM,76,57,64,66,59,66,1813,€1.3M
21 J. Lawrence,17,61,78,CB,64,26,40,41,60,71,1348,€775K
E. Çekiçi,24,62,67,CAM,70,59,64,64,60,51,1737,€550K
K. Sène,20,62,78,RM,85,63,55,65,25,56,1589,€1.1M
K. El Berkaoui,25,70,73,ST,87,72,56,72,24,61,1785,€2.1M
Ayesa,20,67,81,GK,70,67,62,66,25,69,926,€2.1M
A. Al Shanqeeti,22,52,65,CB,62,33,36,46,51,65,1362,€180K
N. Moller,18,60,76,ST,54,61,44,59,29,62,1441,€625K
Zarzana,19,63,78,RM,70,55,65,61,22,49,1499,€1.1M
M. Gullit,20,60,73,CB,64,29,47,49,61,66,1431,€575K
T. Jansen,19,60,74,GK,59,56,58,63,39,58,983,€500K
Anderson,24,56,61,LM,71,54,50,58,24,44,1381,€220K
Alfonso Pastor,20,62,72,GK,69,63,66,60,23,58,870,€750K
Arratia,21,61,73,CDM,58,43,60,60,57,65,1609,€800K
M. John,19,67,79,LWB,62,53,64,71,58,52,1685,€2.3M
D. Udogie,18,66,81,LWB,73,50,58,66,61,68,1718,€1.9M
Javi Hernández,20,62,72,CB,61,30,41,50,62,64,1428,€825K
B. Kutlu,23,70,75,CDM,73,60,63,68,68,71,1834,€2.4M
I. Diabate,21,63,74,ST,77,63,50,58,18,66,1524,€1.1M
V. Lund,18,54,70,CB,58,30,43,49,53,61,1352,€250K
F. Stevens,18,60,78,RWB,63,44,53,58,56,62,1549,€600K
S. Ahlers,23,59,64,GK,60,58,61,62,25,60,868,€275K
A. Lindahl,26,62,63,LM,71,43,56,66,46,56,1529,€475K
S. Bell,19,59,72,ST,73,56,41,60,20,57,1432,€550K
J. Stretton,19,60,72,ST,66,62,42,57,25,51,1444,€600K
A. Tabares,20,60,72,LB,64,27,40,52,62,56,1420,€575K
G. Bellagambi,19,54,70,GK,56,54,53,52,23,53,826,€250K
M. Haygarth,19,58,74,CAM,72,53,52,63,28,46,1471,€525K
L. Mouyokolo,20,63,73,CB,59,34,39,46,61,76,1435,€975K
M. Stroeykens,16,60,82,CAM,60,56,56,66,30,40,1441,€775K
L. Kastrati,22,68,72,RM,93,65,57,67,32,59,1741,€1.8M
S. Hezze,19,66,80,CM,66,48,65,66,59,72,1736,€2M
A. Baldursson,19,60,75,CAM,57,47,60,62,57,57,1599,€575K
Pablo Pérez,19,61,74,LB,66,35,51,55,56,58,1497,€750K
Rafael Pereira,21,63,76,CB,71,33,46,55,62,70,1526,€1.1M
T. Tessmann,19,63,78,CM,59,47,63,65,56,69,1643,€1.1M
E. Longelo,20,56,68,LM,75,42,51,57,48,56,1520,€325K
J. DeZart,23,59,68,CB,63,37,48,48,60,71,1458,€475K
Vitinho,22,65,75,ST,77,64,55,66,28,55,1618,€1.6M
21 J. Cruz,17,59,80,CAM,65,52,57,64,33,36,1451,€700K
21 V. Pizarro,17,58,72,CDM,60,39,53,52,55,61,1492,€450K
J. Daland,21,66,78,CB,61,32,48,50,66,70,1492,€2M
M. Grüll,22,70,76,RM,83,70,64,69,32,65,1734,€2.6M
J. Guadagno,18,53,73,GK,53,54,47,53,35,50,867,€230K
Luis Henrique,19,74,80,RM,84,68,70,74,37,69,1797,€6.5M
C. Viet,22,62,69,CDM,67,32,57,58,60,63,1559,€750K
J. Elvedi,24,68,71,CB,74,34,57,57,68,73,1638,€1.5M
Fali Candé,23,70,79,LB,82,50,62,66,65,70,1842,€3.4M
Javi Cueto,20,64,80,ST,68,64,50,62,25,68,1591,€1.5M
Milson,21,65,76,CAM,81,56,58,71,33,52,1623,€1.6M
N. Hedl,20,59,73,GK,65,57,59,64,29,49,924,€475K
21 C. Scott,18,61,81,CAM,77,60,51,68,26,46,1538,€900K
X. Dziekoński,17,62,77,GK,62,62,62,65,32,60,989,€800K
Marrony,22,67,79,ST,86,66,53,70,43,63,1714,€2.5M
M. Guilavogui,23,64,72,RW,79,59,56,65,29,57,1511,€1.3M
K. Tachibanada,23,61,67,CDM,64,43,53,67,56,57,1577,€475K
J. Le Douaron,23,70,76,ST,73,68,64,67,49,74,1762,€2.5M
N. Čumić,22,69,78,CAM,77,70,64,70,23,58,1703,€3.1M
Y. Hamache,21,71,80,LB,77,63,67,72,64,69,1923,€4M
A. Jankewitz,19,60,78,CAM,66,56,60,64,44,68,1665,€625K
Martín,21,62,75,CAM,66,56,65,63,54,56,1713,€975K
J. Ajenjo Hyjek,20,54,65,CAM,68,47,54,60,38,52,1477,€240K
B. Thomas,20,61,76,CB,55,32,41,44,62,65,1402,€750K
J. Olschowsky,19,63,75,GK,64,63,64,64,20,65,946,€1M
Alex Baena,19,70,82,CAM,77,69,70,74,56,55,1844,€3.8M
I. Kaczmarski,17,58,79,RM,71,43,54,61,51,70,1658,€600K
N. Bätzner,21,69,78,CAM,72,57,71,73,47,56,1744,€3.1M
A. Moueffek,20,67,79,CAM,67,55,64,70,66,61,1782,€2.4M
F. Flores,19,65,80,CB,68,34,55,62,65,68,1590,€1.6M
21 D. Ndiaye,20,59,71,GK,59,59,54,59,32,61,844,€475K
21 M. Beran,19,69,78,CAM,75,54,67,76,34,44,1673,€3M
Pablo Moreno,19,68,80,ST,79,67,54,71,26,60,1679,€2.9M
D. Peeters,22,65,74,CB,68,49,65,53,62,72,1706,€1.5M
C. Pastina,20,65,75,CB,63,31,52,55,66,64,1526,€1.5M
J. Juranović,25,73,76,RWB,86,62,68,70,67,68,1970,€3.7M
E. Lira,21,69,80,CM,74,57,66,66,60,65,1823,€3.1M
C. Dalle Mura,18,60,76,CB,59,30,42,40,63,55,1385,€600K
R. Richards,17,54,76,CAM,68,46,50,58,26,45,1358,€350K
K. Jakić,24,74,77,CDM,75,57,63,67,71,82,1897,€5M
D. Ndoye,20,69,78,RM,78,64,63,71,34,60,1727,€3.1M
Victor Méndez,21,62,76,GK,65,62,52,64,28,60,968,€850K
L. Knöferl,18,58,77,CAM,67,46,54,62,30,51,1428,€525K
Álex Blesa,19,66,79,CAM,64,59,63,67,52,52,1678,€2M
J. Brown,20,56,68,CB,64,31,44,54,56,61,1432,€325K
L. Quiroz,17,60,76,CB,51,31,42,48,61,64,1411,€575K
G. Infantino,18,64,80,CAM,70,63,60,69,33,52,1629,€1.5M
Diego Fuoli,23,62,70,GK,61,60,63,64,28,61,924,€775K
Miguel Baeza,21,69,80,CAM,61,63,72,68,43,53,1682,€3.1M
T. Pozzo,20,63,71,CAM,70,49,64,69,45,48,1632,€1.1M
F. Schneider,18,58,72,CM,54,54,56,59,54,61,1610,€475K
V. Covil,16,51,67,ST,77,50,35,54,18,45,1291,€150K
J. Griffiths,19,65,80,GK,65,64,63,66,34,62,1013,€1.5M
21 D. Rosić,23,64,72,GK,61,62,68,66,31,65,959,€1.1M
M. Senger,21,63,72,CB,71,28,42,45,63,71,1403,€1M
21 G. Ngonda,25,69,72,LB,75,47,56,68,63,71,1739,€1.7M
Bermejo,23,68,74,CAM,75,57,65,72,41,52,1683,€1.9M
Iker Losada,19,67,79,ST,69,69,52,69,34,52,1572,€2.4M
R. Piscopo,23,69,76,CAM,78,65,63,75,39,62,1783,€2.8M
B. Traoré,19,61,74,CM,54,47,60,62,60,50,1619,€775K
R. Arace,26,63,66,ST,80,63,58,65,28,56,1648,€625K
D. Velimirovic,20,62,70,CDM,56,53,52,66,58,69,1615,€825K
S. Pierotti,20,68,78,CAM,70,68,66,73,58,69,1875,€2.6M
Félix Correia,20,64,80,RW,78,58,56,69,32,53,1609,€1.5M
N. Acevedo,22,66,79,CDM,77,55,59,65,65,64,1788,€2M
F. Viñas,23,72,79,ST,74,72,54,68,25,76,1736,€4.7M
Vitao,21,67,75,CB,69,33,50,57,68,64,1522,€2.1M
V. Jaroš,19,65,78,GK,66,65,65,66,39,64,1178,€1.5M
B. Balcı,21,68,76,RB,71,44,60,66,64,65,1745,€2.6M
J. Rioja,33,62,62,CB,49,31,42,46,60,72,1360,€190K
21 Luo Shipeng,20,52,67,ST,74,52,37,55,20,51,1306,€190K
L. Hjelde,17,60,79,CB,68,32,51,54,60,65,1460,€575K
S. Robertson,19,62,77,CAM,72,53,60,66,57,60,1720,€950K
F. Guerra,29,70,70,CB,59,43,53,60,70,72,1634,€1.3M
M. Beier,18,65,78,ST,77,66,48,63,25,51,1533,€1.7M
J. Bell,22,68,75,CM,66,59,68,68,60,76,1835,€2.4M
P. Wålemark,19,66,77,CAM,73,63,60,68,31,56,1598,€1.8M
J. Espinoza,22,68,75,RB,73,40,57,62,65,69,1703,€2.3M
D. Rivera,18,60,75,RW,72,54,51,67,24,44,1391,€575K
O. Sivertsen,17,53,73,RW,74,50,46,60,25,34,1363,€250K
L. Shaw,20,62,76,CAM,68,55,56,65,56,65,1679,€950K
T. Gray,18,53,71,CB,53,22,36,43,53,61,1227,€220K
21 Pedro Mendes,20,70,80,ST,71,72,56,67,34,74,1777,€3.5M
D. Tono,22,65,73,CAM,68,68,58,70,18,46,1612,€1.6M
S. Bowen,20,57,72,RM,71,48,56,57,51,58,1549,€375K
J. Martínez,26,72,75,CDM,71,43,59,68,70,79,1740,€2.8M
T. Sakamoto,24,70,73,CAM,73,66,67,71,40,60,1820,€2.2M
20 Jung Chang Yong,20,53,63,ST,72,48,40,54,17,52,1300,€100K
B. Franjic,21,70,78,CDM,78,50,62,63,67,77,1819,€3.4M
R. Königsdörffer,19,65,79,RM,83,61,55,67,37,53,1632,€1.7M
D. Tijanić,23,68,75,RM,75,65,66,73,49,66,1859,€2.4M
R. Orihuela,19,65,78,CB,74,30,48,61,68,55,1562,€1.6M
L. Tramoni,18,63,76,LM,67,55,62,65,39,51,1608,€1.1M
K. Paredes,18,60,76,LWB,74,48,53,64,54,47,1574,€625K
U. Güneş,21,62,73,CM,64,46,58,60,58,61,1638,€850K
B. Pierrick,19,61,77,RM,78,56,54,61,24,61,1520,€850K
R. Villagra,20,68,80,CDM,66,47,63,65,64,71,1754,€2.8M
S. Jasper,20,64,76,RM,85,61,56,67,39,50,1649,€1.4M
20 S. Ben David,21,64,71,LB,80,45,58,63,61,65,1704,€575K
Vitor Carvalho,24,67,72,CDM,66,57,59,65,65,63,1752,€1.4M
Júnior Santos,26,70,71,ST,70,70,52,68,26,74,1594,€1.9M
G. Quagliata,21,67,77,LB,83,40,54,64,62,64,1678,€2.2M
T. Seko,23,66,71,CM,66,49,67,65,63,67,1780,€1.3M
K. Saito,24,64,68,CAM,67,62,60,68,42,46,1678,€850K
D. Petrovič,23,69,75,CM,69,55,69,68,58,68,1793,€2.2M
20 B. Hardley,16,61,76,CB,64,35,54,56,61,65,1548,€450K
T. Fujii,22,64,72,RM,69,46,59,67,40,51,1549,€1.3M
B. Garrity,24,60,67,CM,68,51,59,60,60,52,1671,€500K
L. Kastrati,22,68,72,RM,93,65,57,67,32,59,1741,€1.8M
S. Hezze,19,66,80,CM,66,48,65,66,59,72,1736,€2M
A. Baldursson,19,60,75,CAM,57,47,60,62,57,57,1599,€575K
B. Jackson,20,62,75,LWB,79,35,49,59,59,58,1553,€925K
H. Dervişoğlu,21,71,80,CAM,75,70,64,73,36,65,1765,€4.2M
L. Greiml,19,66,79,CB,57,30,48,46,66,71,1507,€1.9M
D. Phillips,20,61,76,CDM,72,49,55,59,59,67,1651,€750K
J. Graterol,24,72,78,GK,72,70,68,75,24,72,1059,€3M
R. Carstensen,20,66,76,RWB,84,48,60,64,57,69,1732,€1.8M
M. Boyes,20,57,72,CB,65,36,49,58,57,56,1521,€375K
Sergio Ruiz,26,71,74,CDM,63,62,65,68,66,73,1807,€2.2M
B. Santelli,29,66,66,ST,83,63,57,67,26,61,1626,€850K
E. Vaessen,25,65,70,GK,66,64,61,67,35,61,997,€825K
José Gragera,21,70,81,CDM,61,50,66,65,69,72,1789,€3.4M
P. Besong,20,57,66,ST,65,55,39,54,28,65,1411,€375K
21 L. Smith,19,48,63,RM,62,39,43,50,26,46,1229,€110K
K. Joseph,19,61,76,ST,75,60,46,61,22,56,1468,€775K
F. Nürnberger,21,69,76,LM,73,59,66,73,66,66,1851,€2.8M
K. Laba,29,75,75,ST,78,75,62,69,25,77,1827,€5.5M
K. Klefisch,21,66,71,CB,67,52,55,62,64,75,1742,€1.2M
T. Fornah,21,64,73,CDM,68,47,56,61,60,72,1682,€1.2M
J. Richardson,20,61,74,RWB,86,34,47,59,54,64,1532,€750K
Tiago Dantas,20,66,81,CAM,70,53,69,73,42,42,1721,€2.1M
D. Langley,20,59,76,GK,61,58,54,60,25,60,874,€525K
S. Voet,21,65,73,CB,55,39,41,51,67,67,1433,€1.5M
A. Konaté,19,61,76,CAM,75,54,54,69,29,46,1534,€775K
M. Elia,23,72,78,RM,92,70,65,77,26,68,1815,€3.7M
C. Gustafsson,21,66,77,CM,61,48,61,65,56,68,1659,€1.9M
Jeremy,21,62,73,LB,76,46,51,58,57,62,1635,€850K
J. Cáceres,21,70,78,RB,84,45,58,65,63,68,1775,€3.4M
Francisco Moura,21,67,78,LB,72,43,57,72,62,61,1702,€2.2M
J. Lonwijk,21,64,74,CAM,71,58,60,63,57,74,1732,€1.3M
21 S. Herreyra,27,69,69,CB,57,30,41,42,69,79,1437,€0
S. Agouzoul,23,67,74,CB,54,38,53,52,67,67,1544,€1.9M
